checkpoint,kth_intermediate_answer,proportion_found,experiment,found_count,total_questions,complexity
1000,2,0.6063829787234043,Qwen3-1.7B_0913__curr=random__training_seed=1,171,282,2
1000,1,0.9,Qwen3-1.7B_0913__curr=random__training_seed=1,126,140,3
1000,2,0.9285714285714286,Qwen3-1.7B_0913__curr=random__training_seed=1,130,140,3
1000,3,0.6285714285714286,Qwen3-1.7B_0913__curr=random__training_seed=1,88,140,3
1000,1,0.8333333333333334,Qwen3-1.7B_0913__curr=random__training_seed=1,65,78,4
1000,2,0.8205128205128205,Qwen3-1.7B_0913__curr=random__training_seed=1,64,78,4
1000,3,0.8076923076923077,Qwen3-1.7B_0913__curr=random__training_seed=1,63,78,4
1000,4,0.5256410256410257,Qwen3-1.7B_0913__curr=random__training_seed=1,41,78,4
1500,1,0.9290780141843972,Qwen3-1.7B_0913__curr=random__training_seed=1,262,282,2
1500,2,0.6347517730496454,Qwen3-1.7B_0913__curr=random__training_seed=1,179,282,2
1500,1,0.8928571428571429,Qwen3-1.7B_0913__curr=random__training_seed=1,125,140,3
1500,2,0.9214285714285714,Qwen3-1.7B_0913__curr=random__training_seed=1,129,140,3
1500,3,0.6571428571428571,Qwen3-1.7B_0913__curr=random__training_seed=1,92,140,3
1500,1,0.8589743589743589,Qwen3-1.7B_0913__curr=random__training_seed=1,67,78,4
1500,2,0.782051282051282,Qwen3-1.7B_0913__curr=random__training_seed=1,61,78,4
1500,3,0.8846153846153846,Qwen3-1.7B_0913__curr=random__training_seed=1,69,78,4
1500,4,0.5128205128205128,Qwen3-1.7B_0913__curr=random__training_seed=1,40,78,4
2000,1,0.9397163120567376,Qwen3-1.7B_0913__curr=random__training_seed=1,265,282,2
2000,2,0.6134751773049646,Qwen3-1.7B_0913__curr=random__training_seed=1,173,282,2
2000,1,0.8785714285714286,Qwen3-1.7B_0913__curr=random__training_seed=1,123,140,3
2000,2,0.9357142857142857,Qwen3-1.7B_0913__curr=random__training_seed=1,131,140,3
2000,3,0.5642857142857143,Qwen3-1.7B_0913__curr=random__training_seed=1,79,140,3
2000,1,0.8333333333333334,Qwen3-1.7B_0913__curr=random__training_seed=1,65,78,4
2000,2,0.7435897435897436,Qwen3-1.7B_0913__curr=random__training_seed=1,58,78,4
2000,3,0.782051282051282,Qwen3-1.7B_0913__curr=random__training_seed=1,61,78,4
2000,4,0.46153846153846156,Qwen3-1.7B_0913__curr=random__training_seed=1,36,78,4
2500,1,0.9468085106382979,Qwen3-1.7B_0913__curr=random__training_seed=1,267,282,2
2500,2,0.6170212765957447,Qwen3-1.7B_0913__curr=random__training_seed=1,174,282,2
2500,1,0.8928571428571429,Qwen3-1.7B_0913__curr=random__training_seed=1,125,140,3
2500,2,0.8857142857142857,Qwen3-1.7B_0913__curr=random__training_seed=1,124,140,3
2500,3,0.55,Qwen3-1.7B_0913__curr=random__training_seed=1,77,140,3
2500,1,0.8846153846153846,Qwen3-1.7B_0913__curr=random__training_seed=1,69,78,4
2500,2,0.782051282051282,Qwen3-1.7B_0913__curr=random__training_seed=1,61,78,4
2500,3,0.7948717948717948,Qwen3-1.7B_0913__curr=random__training_seed=1,62,78,4
2500,4,0.5512820512820513,Qwen3-1.7B_0913__curr=random__training_seed=1,43,78,4
3000,1,0.9432624113475178,Qwen3-1.7B_0913__curr=random__training_seed=1,266,282,2
3000,2,0.6418439716312057,Qwen3-1.7B_0913__curr=random__training_seed=1,181,282,2
3000,1,0.85,Qwen3-1.7B_0913__curr=random__training_seed=1,119,140,3
3000,2,0.9214285714285714,Qwen3-1.7B_0913__curr=random__training_seed=1,129,140,3
3000,3,0.5714285714285714,Qwen3-1.7B_0913__curr=random__training_seed=1,80,140,3
3000,1,0.8589743589743589,Qwen3-1.7B_0913__curr=random__training_seed=1,67,78,4
3000,2,0.8076923076923077,Qwen3-1.7B_0913__curr=random__training_seed=1,63,78,4
3000,3,0.782051282051282,Qwen3-1.7B_0913__curr=random__training_seed=1,61,78,4
3000,4,0.44871794871794873,Qwen3-1.7B_0913__curr=random__training_seed=1,35,78,4
3500,1,0.9397163120567376,Qwen3-1.7B_0913__curr=random__training_seed=1,265,282,2
3500,2,0.6099290780141844,Qwen3-1.7B_0913__curr=random__training_seed=1,172,282,2
3500,1,0.8785714285714286,Qwen3-1.7B_0913__curr=random__training_seed=1,123,140,3
3500,2,0.9071428571428571,Qwen3-1.7B_0913__curr=random__training_seed=1,127,140,3
3500,3,0.6071428571428571,Qwen3-1.7B_0913__curr=random__training_seed=1,85,140,3
3500,1,0.8974358974358975,Qwen3-1.7B_0913__curr=random__training_seed=1,70,78,4
3500,2,0.8076923076923077,Qwen3-1.7B_0913__curr=random__training_seed=1,63,78,4
3500,3,0.8589743589743589,Qwen3-1.7B_0913__curr=random__training_seed=1,67,78,4
3500,4,0.5384615384615384,Qwen3-1.7B_0913__curr=random__training_seed=1,42,78,4
4000,1,0.950354609929078,Qwen3-1.7B_0913__curr=random__training_seed=1,268,282,2
4000,2,0.6134751773049646,Qwen3-1.7B_0913__curr=random__training_seed=1,173,282,2
4000,1,0.9071428571428571,Qwen3-1.7B_0913__curr=random__training_seed=1,127,140,3
4000,2,0.8714285714285714,Qwen3-1.7B_0913__curr=random__training_seed=1,122,140,3
4000,3,0.5857142857142857,Qwen3-1.7B_0913__curr=random__training_seed=1,82,140,3
4000,1,0.8589743589743589,Qwen3-1.7B_0913__curr=random__training_seed=1,67,78,4
4000,2,0.8333333333333334,Qwen3-1.7B_0913__curr=random__training_seed=1,65,78,4
4000,3,0.7692307692307693,Qwen3-1.7B_0913__curr=random__training_seed=1,60,78,4
4000,4,0.5897435897435898,Qwen3-1.7B_0913__curr=random__training_seed=1,46,78,4
4500,1,0.9539007092198581,Qwen3-1.7B_0913__curr=random__training_seed=1,269,282,2
4500,2,0.5886524822695035,Qwen3-1.7B_0913__curr=random__training_seed=1,166,282,2
4500,1,0.9142857142857143,Qwen3-1.7B_0913__curr=random__training_seed=1,128,140,3
4500,2,0.9214285714285714,Qwen3-1.7B_0913__curr=random__training_seed=1,129,140,3
4500,3,0.5928571428571429,Qwen3-1.7B_0913__curr=random__training_seed=1,83,140,3
4500,1,0.8717948717948718,Qwen3-1.7B_0913__curr=random__training_seed=1,68,78,4
4500,2,0.7948717948717948,Qwen3-1.7B_0913__curr=random__training_seed=1,62,78,4
4500,3,0.8076923076923077,Qwen3-1.7B_0913__curr=random__training_seed=1,63,78,4
4500,4,0.5512820512820513,Qwen3-1.7B_0913__curr=random__training_seed=1,43,78,4
5000,1,0.9609929078014184,Qwen3-1.7B_0913__curr=random__training_seed=1,271,282,2
5000,2,0.5921985815602837,Qwen3-1.7B_0913__curr=random__training_seed=1,167,282,2
5000,1,0.9142857142857143,Qwen3-1.7B_0913__curr=random__training_seed=1,128,140,3
5000,2,0.9285714285714286,Qwen3-1.7B_0913__curr=random__training_seed=1,130,140,3
5000,3,0.6214285714285714,Qwen3-1.7B_0913__curr=random__training_seed=1,87,140,3
5000,1,0.9102564102564102,Qwen3-1.7B_0913__curr=random__training_seed=1,71,78,4
5000,2,0.8333333333333334,Qwen3-1.7B_0913__curr=random__training_seed=1,65,78,4
5000,3,0.8205128205128205,Qwen3-1.7B_0913__curr=random__training_seed=1,64,78,4
5000,4,0.5256410256410257,Qwen3-1.7B_0913__curr=random__training_seed=1,41,78,4
