experiment,checkpoint,kth_intermediate_answer,proportion_found,found_count,total_questions,complexity
Qwen3-0.6B_0913__curr=random__training_seed=1,10000,4,0.5256410256410257,41,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,0,1,0.9184397163120568,259,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,0,2,0.5851063829787234,165,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,0,1,0.85,119,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,0,2,0.8714285714285714,122,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,0,3,0.5142857142857142,72,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,0,1,0.8717948717948718,68,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,0,2,0.7307692307692307,57,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,0,3,0.7435897435897436,58,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,0,4,0.46153846153846156,36,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,500,1,0.925531914893617,261,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,500,2,0.5921985815602837,167,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,500,1,0.8714285714285714,122,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,500,2,0.9071428571428571,127,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,500,3,0.6642857142857143,93,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,500,1,0.8461538461538461,66,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,500,2,0.8076923076923077,63,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,500,3,0.8589743589743589,67,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,500,4,0.5512820512820513,43,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,1,0.9397163120567376,265,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,2,0.6063829787234043,171,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,1,0.9,126,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,2,0.9285714285714286,130,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,3,0.6285714285714286,88,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,1,0.8333333333333334,65,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,2,0.8205128205128205,64,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,3,0.8076923076923077,63,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1000,4,0.5256410256410257,41,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,1,0.9290780141843972,262,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,2,0.6347517730496454,179,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,1,0.8928571428571429,125,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,2,0.9214285714285714,129,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,3,0.6571428571428571,92,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,1,0.8589743589743589,67,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,2,0.782051282051282,61,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,3,0.8846153846153846,69,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,1500,4,0.5128205128205128,40,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,1,0.9397163120567376,265,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,2,0.6134751773049646,173,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,1,0.8785714285714286,123,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,2,0.9357142857142857,131,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,3,0.5642857142857143,79,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,1,0.8333333333333334,65,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,2,0.7435897435897436,58,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,3,0.782051282051282,61,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2000,4,0.46153846153846156,36,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,1,0.9468085106382979,267,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,2,0.6170212765957447,174,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,1,0.8928571428571429,125,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,2,0.8857142857142857,124,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,3,0.55,77,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,1,0.8846153846153846,69,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,2,0.782051282051282,61,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,3,0.7948717948717948,62,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,2500,4,0.5512820512820513,43,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,1,0.9432624113475178,266,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,2,0.6418439716312057,181,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,1,0.85,119,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,2,0.9214285714285714,129,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,3,0.5714285714285714,80,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,1,0.8589743589743589,67,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,2,0.8076923076923077,63,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,3,0.782051282051282,61,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3000,4,0.44871794871794873,35,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,1,0.9397163120567376,265,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,2,0.6099290780141844,172,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,1,0.8785714285714286,123,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,2,0.9071428571428571,127,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,3,0.6071428571428571,85,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,1,0.8974358974358975,70,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,2,0.8076923076923077,63,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,3,0.8589743589743589,67,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,3500,4,0.5384615384615384,42,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,1,0.950354609929078,268,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,2,0.6134751773049646,173,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,1,0.9071428571428571,127,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,2,0.8714285714285714,122,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,3,0.5857142857142857,82,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,1,0.8589743589743589,67,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,2,0.8333333333333334,65,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,3,0.7692307692307693,60,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4000,4,0.5897435897435898,46,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,1,0.9539007092198581,269,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,2,0.5886524822695035,166,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,1,0.9142857142857143,128,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,2,0.9214285714285714,129,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,3,0.5928571428571429,83,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,1,0.8717948717948718,68,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,2,0.7948717948717948,62,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,3,0.8076923076923077,63,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,4500,4,0.5512820512820513,43,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,1,0.9609929078014184,271,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,2,0.5921985815602837,167,282,2
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,1,0.9142857142857143,128,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,2,0.9285714285714286,130,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,3,0.6214285714285714,87,140,3
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,1,0.9102564102564102,71,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,2,0.8333333333333334,65,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,3,0.8205128205128205,64,78,4
Qwen3-1.7B_0913__curr=random__training_seed=1,10000,4,0.5256410256410257,41,78,4
